CIPCODE,AWLEVEL,YEAR,Total Count,Description
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0701,5,2010,4890,Computer Science
11.0101,5,2010,5103,"Computer and Information Sciences, General"
14.0801,5,2010,1635,"Civil Engineering, General"
14.0901,5,2010,1663,"Computer Engineering, General"
14.1001,5,2010,2357,"Electrical, Electronics and Communications Engineering"
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0101,5,2010,5103,"Computer and Information Sciences, General"
14.0101,5,2010,1013,"Engineering, General"
14.0701,5,2010,1089,Chemical Engineering
14.0801,5,2010,1635,"Civil Engineering, General"
14.1001,5,2010,2357,"Electrical, Electronics and Communications Engineering"
14.1901,5,2010,2199,Mechanical Engineering
14.3901,5,2010,99,Geological/Geophysical Engineering
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0701,5,2010,4890,Computer Science
11.0101,5,2010,5103,"Computer and Information Sciences, General"
14.0201,5,2010,468,"Aerospace, Aeronautical and Astronautical Engineering"
14.0501,5,2010,856,Biomedical/Medical Engineering
14.0701,5,2010,1089,Chemical Engineering
14.0801,5,2010,1635,"Civil Engineering, General"
14.0901,5,2010,1663,"Computer Engineering, General"
14.1001,5,2010,2357,"Electrical, Electronics and Communications Engineering"
14.1901,5,2010,2199,Mechanical Engineering
14.3501,5,2010,671,Industrial Engineering
14.9999,5,2010,439,"Engineering, Other"
11.0701,5,2010,4890,Computer Science
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0301,5,2010,73,Data Processing and Data Processing Technology/Technician
15.0101,5,2010,119,Architectural Engineering Technology/Technician
15.0303,5,2010,851,Electrical/Electronic/Communications Engr Technology/Technician
15.1201,5,2010,295,Computer Engineering Technology/Technician
11.0701,5,2010,4890,Computer Science
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0201,5,2010,595,"Computer Programming/Programmer, General"
11.0899,5,2010,212,"Computer Software and Media Applications, Other"
11.1003,5,2010,1163,Computer and Information Systems Security
15.0303,5,2010,851,Electrical/Electronic/Communications Engr Technology/Technician
11.0701,5,2010,4890,Computer Science
11.0701,5,2010,4890,Computer Science
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0701,5,2010,4890,Computer Science
15.0,5,2010,321,"Engineering Technology, General"
15.0303,5,2010,851,Electrical/Electronic/Communications Engr Technology/Technician
15.0399,5,2010,262,"Electrical/Electronic Engineering Technologies/Technicians, Other"
15.0801,5,2010,64,Aeronautical/Aerospace Engineering Technology/Technician
15.0803,5,2010,92,Automotive Engineering Technology/Technician
15.1302,5,2010,48,CAD/CADD Drafting and/or Design Technology/Technician
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0701,5,2010,4890,Computer Science
11.0701,5,2010,4890,Computer Science
11.0501,5,2010,408,Computer Systems Analysis/Analyst
11.0901,5,2010,491,Computer Systems Networking and Telecommunications
15.0303,5,2010,851,Electrical/Electronic/Communications Engr Technology/Technician
15.0401,5,2010,66,Biomedical Technology/Technician
15.1201,5,2010,295,Computer Engineering Technology/Technician
11.0701,5,2010,4890,Computer Science
11.0701,5,2010,4890,Computer Science
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0701,5,2010,4890,Computer Science
11.0401,5,2010,1907,Information Science/Studies
11.0401,5,2010,1907,Information Science/Studies
15.0201,5,2010,197,Civil Engineering Technology/Technician
15.0805,5,2010,393,Mechanical Engineering/Mechanical Technology/Technician
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0103,5,2010,1659,Information Technology
11.0701,5,2010,4890,Computer Science
11.0701,5,2010,4890,Computer Science
11.0801,5,2010,606,"Web Page, Digital/Multimedia and Information Resources Design"
11.0701,5,2010,4890,Computer Science
11.0701,5,2010,4890,Computer Science
11.0899,5,2010,212,"Computer Software and Media Applications, Other"
11.1003,5,2010,1163,Computer and Information Systems Security
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0199,5,2010,210,"Computer and Information Sciences, Other"
15.1501,5,2010,319,Engineering/Industrial Management
11.0103,5,2010,1659,Information Technology
11.0901,5,2010,491,Computer Systems Networking and Telecommunications
14.0903,5,2010,368,Computer Software Engineering
14.1001,5,2010,2357,"Electrical, Electronics and Communications Engineering"
15.1501,5,2010,319,Engineering/Industrial Management
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0401,5,2010,1907,Information Science/Studies
15.0303,5,2010,851,Electrical/Electronic/Communications Engr Technology/Technician
15.1001,5,2010,342,Construction Engineering Technology/Technician
15.1201,5,2010,295,Computer Engineering Technology/Technician
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0103,5,2010,1659,Information Technology
14.0301,5,2010,249,Agricultural/Biological Engineering and Bioengineering
14.0701,5,2010,1089,Chemical Engineering
14.0801,5,2010,1635,"Civil Engineering, General"
14.0901,5,2010,1663,"Computer Engineering, General"
14.1001,5,2010,2357,"Electrical, Electronics and Communications Engineering"
14.1901,5,2010,2199,Mechanical Engineering
14.3501,5,2010,671,Industrial Engineering
11.0103,5,2010,1659,Information Technology
11.0701,5,2010,4890,Computer Science
14.0801,5,2010,1635,"Civil Engineering, General"
14.1001,5,2010,2357,"Electrical, Electronics and Communications Engineering"
14.1901,5,2010,2199,Mechanical Engineering
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0401,5,2010,1907,Information Science/Studies
14.0101,5,2010,1013,"Engineering, General"
14.0201,5,2010,468,"Aerospace, Aeronautical and Astronautical Engineering"
14.0401,5,2010,148,Architectural Engineering
14.0601,5,2010,38,Ceramic Sciences and Engineering
14.0701,5,2010,1089,Chemical Engineering
14.0801,5,2010,1635,"Civil Engineering, General"
14.0901,5,2010,1663,"Computer Engineering, General"
14.1001,5,2010,2357,"Electrical, Electronics and Communications Engineering"
14.1401,5,2010,583,Environmental/Environmental Health Engineering
14.1901,5,2010,2199,Mechanical Engineering
14.2001,5,2010,82,Metallurgical Engineering
14.2101,5,2010,102,Mining and Mineral Engineering
14.2301,5,2010,139,Nuclear Engineering
14.2501,5,2010,137,Petroleum Engineering
14.3901,5,2010,99,Geological/Geophysical Engineering
15.1501,5,2010,319,Engineering/Industrial Management
11.0701,5,2010,4890,Computer Science
14.0801,5,2010,1635,"Civil Engineering, General"
14.1001,5,2010,2357,"Electrical, Electronics and Communications Engineering"
14.1901,5,2010,2199,Mechanical Engineering
11.0701,5,2010,4890,Computer Science
11.0701,5,2010,4890,Computer Science
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0801,5,2010,606,"Web Page, Digital/Multimedia and Information Resources Design"
11.0801,5,2010,606,"Web Page, Digital/Multimedia and Information Resources Design"
11.0103,5,2010,1659,Information Technology
11.0103,5,2010,1659,Information Technology
11.0701,5,2010,4890,Computer Science
11.0701,5,2010,4890,Computer Science
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0401,5,2010,1907,Information Science/Studies
11.0401,5,2010,1907,Information Science/Studies
11.0701,5,2010,4890,Computer Science
11.0701,5,2010,4890,Computer Science
14.9999,5,2010,439,"Engineering, Other"
14.9999,5,2010,439,"Engineering, Other"
15.0101,5,2010,119,Architectural Engineering Technology/Technician
11.0701,5,2010,4890,Computer Science
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0101,5,2010,5103,"Computer and Information Sciences, General"
14.0201,5,2010,468,"Aerospace, Aeronautical and Astronautical Engineering"
14.0501,5,2010,856,Biomedical/Medical Engineering
14.0901,5,2010,1663,"Computer Engineering, General"
14.1001,5,2010,2357,"Electrical, Electronics and Communications Engineering"
14.1201,5,2010,668,Engineering Physics
14.1901,5,2010,2199,Mechanical Engineering
15.0805,5,2010,393,Mechanical Engineering/Mechanical Technology/Technician
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0701,5,2010,4890,Computer Science
11.0701,5,2010,4890,Computer Science
11.0101,5,2010,5103,"Computer and Information Sciences, General"
14.1201,5,2010,668,Engineering Physics
15.0,5,2010,321,"Engineering Technology, General"
11.0701,5,2010,4890,Computer Science
11.1099,5,2010,238,"Computer/Info Tech Services Administration & Management, Other"
11.1099,5,2010,238,"Computer/Info Tech Services Administration & Management, Other"
15.1501,5,2010,319,Engineering/Industrial Management
15.1501,5,2010,319,Engineering/Industrial Management
11.0701,5,2010,4890,Computer Science
11.0701,5,2010,4890,Computer Science
11.1099,5,2010,238,"Computer/Info Tech Services Administration & Management, Other"
14.0201,5,2010,468,"Aerospace, Aeronautical and Astronautical Engineering"
14.0501,5,2010,856,Biomedical/Medical Engineering
14.0701,5,2010,1089,Chemical Engineering
14.0801,5,2010,1635,"Civil Engineering, General"
14.0901,5,2010,1663,"Computer Engineering, General"
14.1001,5,2010,2357,"Electrical, Electronics and Communications Engineering"
14.1201,5,2010,668,Engineering Physics
14.1901,5,2010,2199,Mechanical Engineering
14.2701,5,2010,157,Systems Engineering
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0701,5,2010,4890,Computer Science
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0401,5,2010,1907,Information Science/Studies
11.0401,5,2010,1907,Information Science/Studies
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0701,5,2010,4890,Computer Science
11.0701,5,2010,4890,Computer Science
14.0801,5,2010,1635,"Civil Engineering, General"
11.0701,5,2010,4890,Computer Science
11.0701,5,2010,4890,Computer Science
11.0801,5,2010,606,"Web Page, Digital/Multimedia and Information Resources Design"
11.0901,5,2010,491,Computer Systems Networking and Telecommunications
14.0101,5,2010,1013,"Engineering, General"
14.0903,5,2010,368,Computer Software Engineering
14.1001,5,2010,2357,"Electrical, Electronics and Communications Engineering"
14.1401,5,2010,583,Environmental/Environmental Health Engineering
14.2001,5,2010,82,Metallurgical Engineering
14.2101,5,2010,102,Mining and Mineral Engineering
14.2501,5,2010,137,Petroleum Engineering
14.3901,5,2010,99,Geological/Geophysical Engineering
11.0701,5,2010,4890,Computer Science
14.0701,5,2010,1089,Chemical Engineering
14.0801,5,2010,1635,"Civil Engineering, General"
14.0901,5,2010,1663,"Computer Engineering, General"
14.1001,5,2010,2357,"Electrical, Electronics and Communications Engineering"
14.1901,5,2010,2199,Mechanical Engineering
14.3501,5,2010,671,Industrial Engineering
15.0805,5,2010,393,Mechanical Engineering/Mechanical Technology/Technician
15.1001,5,2010,342,Construction Engineering Technology/Technician
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0401,5,2010,1907,Information Science/Studies
15.1301,5,2010,55,"Drafting and Design Technology/Technician, General"
15.9999,5,2010,264,"Engineering Technologies/Technicians, Other"
11.0701,5,2010,4890,Computer Science
11.0701,5,2010,4890,Computer Science
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0103,5,2010,1659,Information Technology
11.0401,5,2010,1907,Information Science/Studies
11.0401,5,2010,1907,Information Science/Studies
11.0701,5,2010,4890,Computer Science
11.0701,5,2010,4890,Computer Science
11.0701,5,2010,4890,Computer Science
11.0701,5,2010,4890,Computer Science
11.0401,5,2010,1907,Information Science/Studies
11.0401,5,2010,1907,Information Science/Studies
11.0701,5,2010,4890,Computer Science
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0701,5,2010,4890,Computer Science
11.0701,5,2010,4890,Computer Science
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0701,5,2010,4890,Computer Science
11.0701,5,2010,4890,Computer Science
11.0401,5,2010,1907,Information Science/Studies
11.0401,5,2010,1907,Information Science/Studies
11.0701,5,2010,4890,Computer Science
11.0701,5,2010,4890,Computer Science
11.0103,5,2010,1659,Information Technology
11.0401,5,2010,1907,Information Science/Studies
11.0401,5,2010,1907,Information Science/Studies
11.0701,5,2010,4890,Computer Science
11.0701,5,2010,4890,Computer Science
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0101,5,2010,5103,"Computer and Information Sciences, General"
14.0301,5,2010,249,Agricultural/Biological Engineering and Bioengineering
14.0401,5,2010,148,Architectural Engineering
14.0701,5,2010,1089,Chemical Engineering
14.0801,5,2010,1635,"Civil Engineering, General"
14.0901,5,2010,1663,"Computer Engineering, General"
14.1001,5,2010,2357,"Electrical, Electronics and Communications Engineering"
14.1901,5,2010,2199,Mechanical Engineering
14.3301,5,2010,117,Construction Engineering
14.3501,5,2010,671,Industrial Engineering
14.9999,5,2010,439,"Engineering, Other"
15.0101,5,2010,119,Architectural Engineering Technology/Technician
15.0201,5,2010,197,Civil Engineering Technology/Technician
15.0303,5,2010,851,Electrical/Electronic/Communications Engr Technology/Technician
15.1001,5,2010,342,Construction Engineering Technology/Technician
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0901,5,2010,491,Computer Systems Networking and Telecommunications
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0701,5,2010,4890,Computer Science
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0101,5,2010,5103,"Computer and Information Sciences, General"
11.0401,5,2010,1907,Information Science/Studies
11.0401,5,2010,1907,Information Science/Studies
11.0801,5,2010,606,"Web Page, Digital/Multimedia and Information Resources Design"
11.0803,5,2010,239,Computer Graphics
11.0401,5,2010,1907,Information Science/Studies
11.0701,5,2010,4890,Computer Science
14.0801,5,2010,1635,"Civil Engineering, General"
14.0901,5,2010,1663,"Computer Engineering, General"
14.1001,5,2010,2357,"Electrical, Electronics and Communications Engineering"
14.1901,5,2010,2199,Mechanical Engineering
11.0101,5,2010,5103,"Computer and Information Sciences, General"
